Scheduler;Workload;NPUarray;Scheduler_runtime(ns);Ttot(s);Etot(mJ);Etot_idle(mJ)
Batched-1;Workload_High-energy skew;1x512_1x1024_1x2304_1x4096;114696398;186.62748018101277;104449.13906208046;2059122.5737511283
Batched-1;Workload_Uniform;1x512_1x1024_1x2304_1x4096;125050195;101.08049160015334;8075.050336518671;1115254.419219837
Batched-1;Workload_Low-energy skew;1x512_1x1024_1x2304_1x4096;104410464;25.666123247852394;8110.649061021019;283182.8073179351
Batched-1;Workload_Mid-energy skew;4x1024_1x2304;128486746;24.088775444828048;7245.460514948009;326951.7435258633
Batched-1;Workload_High-energy skew;4x1024_1x2304;141788758;110.25805289338955;72975.6052027573;1496508.7251456962
Batched-1;Workload_Uniform;4x1024_1x2304;154507009;61.71839320277701;7213.6592187972665;837690.4135903359
Batched-1;Workload_Low-energy skew;4x1024_1x2304;128320375;16.602736693793354;7245.460514948009;225345.35729179374
Batched-1;Workload_Mid-energy skew;2x512_1x1024_1x2304_1x4096;128440287;36.065651421985095;8110.649061021019;512018.1367902777
Batched-1;Workload_High-energy skew;2x512_1x1024_1x2304_1x4096;141631333;186.62748018101277;104449.13906208046;2649519.720525461
Batched-1;Workload_Uniform;2x512_1x1024_1x2304_1x4096;154577403;101.08049160015334;8075.050336518671;1435023.1573359775
Batched-1;Workload_Low-energy skew;2x512_1x1024_1x2304_1x4096;128892569;25.666123247852394;8110.649061021019;364377.7413093982
